,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
510,24/10/2019 05:47,0,2,Im certain he doesn't know what he's saying. Steel for certain purposes can be made from scrap while steal for machineries will certainly have to come from iron ore . I know he's talking bc of the making of reinforcement bars and other steels from scrap but those can't serve,,,,"1,18729E+18",https://twitter.com/youngmindspeak/status/1187289475673722881,0.1779
512,24/10/2019 05:15,1,2,Chinese iron ore port inventories are also recovering. Chart from @WestpacMacro . pic.twitter.com/SnBB0SUk5m,,@WestpacMacro,,"1,18728E+18",https://twitter.com/Scutty/status/1187281377881817088,0.0
513,24/10/2019 05:15,0,5,"Raw Material & Semi-finished Working on an exclusive basis, we can establish new supply chain options (spot & framework agreements) for our customers in a number of raw materials and semi-finished products including: Billets Slabs Pig Iron Iron Ore #Scrap http:// cobiglobal.co.uk/raw-material/ pic.twitter.com/oqa2O41M9E",,,#Scrap,"1,18728E+18",https://twitter.com/Cobi_Global/status/1187281372622282754,0.2023
514,24/10/2019 05:14,0,7,That's the main essence of completion of Itakpe-Ajaokuta-Aladja-Warri railway last year. To ensure regular supply of beneficiated iron ore pellets to Ajaokuta and Delta steel Aladja.,,,,"1,18728E+18",https://twitter.com/Speedy504272960/status/1187281271799582720,0.3818
516,24/10/2019 05:03,2,11,"Chinese steel mill profitability is weakening again, according to those surveyed by Macquarie Bank. One to watch for iron ore prices. pic.twitter.com/CBPwMXRJdl",,,,"1,18728E+18",https://twitter.com/Scutty/status/1187278307751944192,-0.0516
518,24/10/2019 04:56,0,2,"Steel is not mined, it is produced in a very huge factory. If you're talking of iron ore , yes that is mined from the earth but it's not precious metal like gold, it's just a few dollars per ton, you can't mine and transport that illegally, it's not worth it.",,,,"1,18728E+18",https://twitter.com/Speedy504272960/status/1187276729653628928,-0.7197
519,24/10/2019 04:40,1,6,"Yes, you can't start the blast furnace until you have guaranteed supply of iron ore and coking coal. Our government failed to build the railway to link Itakpe iron ore mines to Ajaokuta for 30 years, was only completed in 2018. The furnace lining would be damaged if stopped.",,,,"1,18727E+18",https://twitter.com/Speedy504272960/status/1187272749372313600,-0.6597
522,24/10/2019 03:55,0,4,wtf no groundwar at launch. when you say friday night id that like 2am saturday UK time ? pic.twitter.com/dqs7Vxlr4P,,,,"1,18726E+18",https://twitter.com/IRoNoRE69/status/1187261416316821504,-0.5423
524,24/10/2019 03:51,0,8,"My nephew just showed me an iron ore block in Minecraft and said it's a thingy we can put thingies on""""",,,,"1,18726E+18",https://twitter.com/twigmoth/status/1187260393560821761,-0.4404
526,24/10/2019 03:37,1,3,@SteelMinIndia @ASSOCHAM4India @followassocham @SvayamIndia @makeinindia @worldsteel @NalwaSteel @jswsteel @MPNaveenJindal @TheJSWGroup @NITIAayog #IndiaSteelSummit2019 #Ironore #assocham @PMOIndia @narendramodi,,@SteelMinIndia @ASSOCHAM4India @followassocham @SvayamIndia @makeinindia @worldsteel @NalwaSteel @jswsteel @MPNaveenJindal @TheJSWGroup @NITIAayog @PMOIndia @narendramodi,#IndiaSteelSummit2019 #Ironore #assocham,"1,18726E+18",https://twitter.com/Jindal_SAW/status/1187256769757757440,0.0
527,24/10/2019 03:36,18,18,Decorative items on sale on the eve of #Diwali at VAB Unit organised by Keshav Seva Sadhana – A school for #special children. Your generosity made a massive difference to those in need. Thank You. #SesaGoaIronOre #Vedanta #school #thursdaymorning @VedantaLimited pic.twitter.com/5yt5VFQyzC,,@VedantaLimited,#Diwali #special #SesaGoaIronOre #Vedanta #school #thursdaymorning,"1,18726E+18",https://twitter.com/SesaGoaIronOre/status/1187256535614808064,0.7003
529,24/10/2019 03:34,0,3,Is scrap not also made from iron ore ?,,,,"1,18726E+18",https://twitter.com/agbalumo_/status/1187256023628820481,0.0
531,24/10/2019 03:31,4,17,"The q. is whether Yao Lin has been hurriedly parachuted in as Chinalco's new chairman as a result their non-bid on #Simandou 1&2 and, if so, whether the next move is to secure high grade #ironore supplies for those modern #steel mills of Angang?? #Zanaga the perfect fit. #ZIOC",,,#Simandou #ironore #steel #Zanaga #ZIOC,"1,18726E+18",https://twitter.com/MinorMinerLSE/status/1187255281555836928,0.8385
532,24/10/2019 03:31,4,15,Angang Steel is 'state directed' and their own website details their progress made in cleaning up and modernising their #steel mills. These modern mills demand high grade #ironore . Such grades are only freely available at #Simandou and #Zanaga . #ZIOC http://www. angang.com.cn/english/ pic.twitter.com/L7GIj92mQT,,,#steel #ironore #Simandou #Zanaga #ZIOC,"1,18726E+18",https://twitter.com/MinorMinerLSE/status/1187255279567671296,0.6369
533,24/10/2019 03:31,4,13,"Chinalco have a 39.95% interest in the stalled #Simandou Blocks 3&4 alongside Rio and the Guinea Gov. Demand for #Simandou 's high grades of #ironore is well documented, both within China for anti-pollution measures and increasingly globally to counter SCOPE emissions. #ZIOC",,,#Simandou #Simandou #ironore #ZIOC,"1,18726E+18",https://twitter.com/MinorMinerLSE/status/1187255266829635584,0.2263
537,24/10/2019 03:07,2,11,Spending a dime on Ajaokuta is a poor economic idea. The world has moved on from iron Ore to making steels from scrap. Ajaokuta is better sold off as scrap. Even Dangote won't buy Ajaokuta. The end of this will be another stealing opportunity like the refineries. https:// twitter.com/NatashaAkpoti/ status/1187244317884239872 …,,,,"1,18725E+18",https://twitter.com/Donteewrites/status/1187249257704775680,0.1027
540,24/10/2019 03:00,0,4,"Fortescue Metals (FMG) +0.5%. While the iron ore miner’s 1Q shipments rose by 5% on last year, it slipped on the prior quarter. Costs edged higher on the 4Q #ausbiz",,,#ausbiz,"1,18725E+18",https://twitter.com/CommSec/status/1187247508528889857,-0.7034
541,24/10/2019 02:58,0,1,China starts new $10b Oakajee iron ore push https://www. afr.com/companies/mini ng/china-starts-new-10b-oakajee-iron-ore-push-20191018-p5324s …,,,,"1,18725E+18",https://twitter.com/MimiNguyenLy/status/1187247076788166657,0.0
542,24/10/2019 02:47,0,2,"Uber guy starts the trip and says in the most venomous whisper “oh fuck, card trip, tani mo se?!”",,,,"1,18724E+18",https://twitter.com/OneMadTitan/status/1187244133154512896,-0.5848
543,24/10/2019 02:43,2,5,Australia's Fortescue bumps up free cash flow on premium #IronOre https:// reut.rs/32E5xBs,,,#IronOre,"1,18724E+18",https://twitter.com/BaseMetals/status/1187243245971136513,0.5106
544,24/10/2019 02:43,1,3,Cleveland-Cliffs' 79% plunge in profits shows effects of falling #IronOre prices http:// strib.mn/2odEgab,,,#IronOre,"1,18724E+18",https://twitter.com/BaseMetals/status/1187243197149437952,0.3182
546,24/10/2019 02:24,2,15,"If you follow the iron ore , pellet or steel markets, you have to read this. Besides, the CEO, Lourenço, is great and hilarious https:// finance.yahoo.com/news/edited-tr anscript-clf-earnings-conference-211627699.html?.tsrc=rss … $ CLF #steel #Commodities",,,#steel #Commodities,"1,18724E+18",https://twitter.com/malopez1975/status/1187238506998853632,0.7783
547,24/10/2019 01:52,0,1,"Fortescue Metals Group has posted a 5 per cent rise in first-quarter iron ore shipments, buoyed by sustained demand for the steel-making ingredient from China. #wanews https://www. watoday.com.au/business/compa nies/fmg-first-quarter-shipments-up-5-per-cent-thanks-to-chinese-demand-20191024-p533xv.html …",,,#wanews,"1,18723E+18",https://twitter.com/WAtoday/status/1187230362797146114,-0.128
551,24/10/2019 00:37,2,24,"My father worked in iron ore mines in Nfld in the 60s. When those were closed up, he packed up his family and moved to Ont where there was work. No threats of separation. No crying. No whining. No blame. He moved to where the work was. Re-train or move.",,,,"1,18721E+18",https://twitter.com/LittleLamb9/status/1187211571631706112,-0.9432
552,24/10/2019 00:33,0,1,Ah buts it's Australian iron ore .,,,,"1,18721E+18",https://twitter.com/bruceking54/status/1187210545406988288,0.0
554,24/10/2019 00:07,3,13,"Fortescue will invest approximately US$250 million in energy transmission infrastructure which will integrate its iron ore operations in the Pilbara into an energy efficient network, with completion due in the second half of 2021. Read more: https://www. fmgl.com.au/docs/default-s ource/announcements/1988732.pdf … pic.twitter.com/tb4fSefia9",,,,"1,1872E+18",https://twitter.com/FortescueNews/status/1187203929286692866,0.7184
555,24/10/2019 00:02,0,1,$ SRK Strike bolsters management team to speed up iron ore development (via Stockhead) https:// newswires.com.au/s/2Fp #SRK #StrikeResources #ASX #ausbiz #smallcaps #microcaps #ausstocks,,,#SRK #StrikeResources #ASX #ausbiz #smallcaps #microcaps #ausstocks,"1,1872E+18",https://twitter.com/newswiresau/status/1187202560962093056,-0.128
557,23/10/2019 23:34,0,1,"Mine Spec conveyors, designed and built to Australian mining standards. #MAXPlant #conveyors #ironore #mining #mineralprocessing #heavyequipment #miningequipment #miningindustry #conveyors pic.twitter.com/DDPc22uWU6",,,#MAXPlant #conveyors #ironore #mining #mineralprocessing #heavyequipment #miningequipment #miningindustry #conveyors,"1,1872E+18",https://twitter.com/MAXPlantAu/status/1187195513088679937,0.0
560,23/10/2019 23:18,0,1,#China #IronOre futures extend gains on #Vale 's woes https://www. afr.com/markets/commod ities/china-iron-ore-futures-extend-gains-on-vale-s-woes-20191023-p5339c …,,,#China #IronOre #Vale,"1,18719E+18",https://twitter.com/karun_f7/status/1187191644778614784,0.0516
561,23/10/2019 23:16,1,4,These ships carry iron ore between ports on Lakes Huron and Superior back down to the steel mills around Gary. – bei Cathead Bay,,,,"1,18719E+18",https://twitter.com/pkmonaghan/status/1187191056535867397,0.5423
563,23/10/2019 23:07,0,1,Let’s do it!! I’ve been wanting to shoot with you again,,,,"1,18719E+18",https://twitter.com/rjgeorge82/status/1187188714348470273,-0.4559
570,23/10/2019 21:47,0,2,Everything has its limit – iron ore cannot be educated into gold. Either Capitalism and the beneficiary of Socialism!!!!,,,,"1,18717E+18",https://twitter.com/SarwanKaka/status/1187168600169369605,0.6449
575,23/10/2019 21:05,1,1,Fortescue extends RCR Mining contract at Cloudbreak: RCR Mining Technologies has won a contract for a significant design and construct equipment package at Fortescue Metals Group’s Cloudbreak iron ore project in Western Australia. Australian Mining. https://www. australianmining.com.au/news/fortescue -extends-rcr-mining-contract-at-cloudbreak/?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/3p6AALNhbI,,,,"1,18716E+18",https://twitter.com/ozmining/status/1187158148873736192,0.7184
579,23/10/2019 20:53,1,1,"#BoycottQuebec - No pipeline? 1. End Equalization 2. Stop all Quebec products from crossing the Alberta border. No more Quebec Dairy, Maple Syrup, Iron Ore , Produce, or Manufactured goods to enter Alberta by Truck or Train! #albertaseparation https:// twitter.com/albertaseparat e/status/1187067479119384576 …",,,#BoycottQuebec #albertaseparation,"1,18716E+18",https://twitter.com/FedUpWithCenso1/status/1187155203696447488,-0.7088
580,23/10/2019 20:45,0,1,"As a kid I played Runescape. The economy was the biggest draw. My friend ran a business buying iron ore for 90 gold and reselling in bulk. He had employees and regular customers. I spent a summer flipping items, 50x’d my money and sold the account for dollars after.",,,,"1,18715E+18",https://twitter.com/EatSleepCrypto/status/1187153073195667456,0.6808
583,23/10/2019 20:37,0,1,"China is a threat via mass scale peasant mercantilism. They slowly strangle opposition. Look what they did to RIO and iron ore prices. Same going on with lithium. Also Chinese, Indian and Korean students are flooding Hobart house market due to UTAS rental capitalism",,,,"1,18715E+18",https://twitter.com/SaneGeist/status/1187150976722989056,-0.5267
586,23/10/2019 20:18,5,4,"The Australian economy has been kept robust because of high price iron ore sales plus ever-growing, even if moderately priced, gas exports, with cool continuing our record numbers. This low exchange rate makes an investment into Australia more affordable for most foreigners.",,,,"1,18715E+18",https://twitter.com/raftery_paul/status/1187146242477834240,0.3237
590,23/10/2019 20:00,3,4,"Lithium Mines, Iron ore mines, copper mines, Bauxite mines that's what we need all elements in renewable energy. Coal and Uranium we don't need, Coal is Dirty and Uranium can fall into the wrong hands and be turned into warheads. Iran, Nth Korea, and other rogue states!",,,,"1,18714E+18",https://twitter.com/WhteRbbnAdvocat/status/1187141826966253568,-0.636
595,23/10/2019 19:40,3,3,GTT Weekly Sales Note released today: $ PEX $ KWR $ CLI $ SUR $ FEX & $ STX TECHNICALS #copper #gold #zinc #hemp #cbd #biomass #ironore #oilandgas https:// twitter.com/GTT_Ventures/s tatus/1187136013316980737 …,,,#copper #gold #zinc #hemp #cbd #biomass #ironore #oilandgas,"1,18714E+18",https://twitter.com/RoccoJT1/status/1187136695159836672,0.0
596,23/10/2019 19:32,20,8,. @amyklobuchar You are the granddaughter of a miner and yet you stand in the way of the new era of mining. Copper nickel mining will revitalize NE Minnesota like iron ore mining did. Quit standing in our way and let this new era bring prosperity back to NE MN. @Unitedminingal,,@amyklobuchar @Unitedminingal,,"1,18713E+18",https://twitter.com/SaveMNMine/status/1187134804493512705,0.3612
597,23/10/2019 19:24,0,1,"There are a few things going on here- 1. US consumers already have much iron 2. Iron Range iron ore (taconite) is ok, but there are higher grades (Australia/China) 3. Mines require very few workers as compare to years past 4. Iron & alloys, and other metals, are recyclable",,,,"1,18713E+18",https://twitter.com/80k_0k8/status/1187132751649988608,0.1531
601,23/10/2019 19:20,0,3,first off the Saudi import argument is the epitome of dumb..I mean really the apex of ridiculous. A private company can't be forced to spend billions on upgraders when a usable product exist for them. That like asking GM to buy iron ore instead of steel to build cars.,,,,"1,18713E+18",https://twitter.com/startin39906695/status/1187131635092746240,-0.0052
603,23/10/2019 19:08,2,2,Thankfully the majority of Republicans used common sense and did not participate in your protest ... I wouldn’t be bragging about 30 people turning up ... or the fact that some of you were stupid enough to take mobile devices into a secure facility risking National Security ?,,,,"1,18713E+18",https://twitter.com/IronOreRules/status/1187128685960163328,-0.0258
605,23/10/2019 19:00,20,6,. @amyklobuchar You are the granddaughter of a miner and yet you stand in the way of the new era of mining. Copper nickel mining will revitalize NE Minnesota like iron ore mining did. Quit standing in our way and let this new era bring prosperity back to NE MN. @MinnesotaMiners,,@amyklobuchar @MinnesotaMiners,,"1,18713E+18",https://twitter.com/PatriciaHammes2/status/1187126642164064257,0.3612
606,23/10/2019 19:00,20,7,. @amyklobuchar You are the granddaughter of a miner and yet you stand in the way of the new era of mining. Copper nickel mining will revitalize NE Minnesota like iron ore mining did. Quit standing in our way and let this new era bring prosperity back to NE MN. @Unitedminingal,,@amyklobuchar @Unitedminingal,,"1,18713E+18",https://twitter.com/PatriciaHammes2/status/1187126579945791491,0.3612
