,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
21,SpheneInvest,2019-09-23 05:04,0,0,"Oil production has resumed in Texas, as Tropical Storm Imelda eases. Oil companies like #Exxon have resumed operations. Global oil supply is likely to increase this week #crudeoil #Oil #WTI #Brent pic.twitter.com/sFjt7iuowf",,,#Exxon #crudeoil #Oil #WTI #Brent,1176044691122524161,https://twitter.com/SpheneInvest/status/1176044691122524161
22,A_Reader_FT,2019-09-23 00:03,0,0,"Closed out all the trader’s positions in August, when Brent crude was at lows below $60 a barrel, missing out on the September price increase after half of Saudi Arabia’s export capacity was knocked out in a drone attack. https://www. ft.com/content/2783d7 30-db7c-11e9-8f9b-77216ebe1f17 … via @financialtimes @RobinBHarding",,@financialtimes @RobinBHarding,,1175968880709132294,https://twitter.com/A_Reader_FT/status/1175968880709132294
23,FXandCryptos,2019-09-19 09:00,0,0,"Prices for Brent crude, the global oil benchmark, were down 7.9% through Wednesday, having retraced a good part of Monday’s record 15% increase . Signs that Saudi Arabia could return output to normal after an attack debilitated its oil-production facilities...,",,,,1174654533508763649,https://twitter.com/FXandCryptos/status/1174654533508763649
24,T_Mason_H,2019-09-18 17:08,1,4,"However, this price pass-through tends to be more rapid when crude oil prices increase than when they decrease. And lastly - Brent crude oil prices are more relevant than WTI prices in determining U.S. retail gasoline prices.",,,,1174414915580416001,https://twitter.com/T_Mason_H/status/1174414915580416001
25,kjzzphoenix,2019-09-17 13:00,0,0,Saturday’s attacks on Saudi Arabia’s oil facilities increased future prices for Brent crude by 15% Monday. AAA Arizona said the effect will be seen at the pump. http:// bit.ly/2UZ9y0l,,,,1173989993607573514,https://twitter.com/kjzzphoenix/status/1173989993607573514
26,MotilalOswalLtd,2019-09-17 00:01,0,0,Brent Crude is hovering at $68/bbl. Market expectation of Oil price may stable of $65-68/bbl. US may increase oil price to stable global demand. #MOMarketUpdates,,,#MOMarketUpdates,1173794050337464320,https://twitter.com/MotilalOswalLtd/status/1173794050337464320
27,share_builder,2019-09-16 14:46,0,4,#SIA was undervalued before the oil price spike - the rise $9+ increase in the #Brent price adds another $39mil of free cash per annum. A very good business that seems to interest no one on Twitter...yet.,,,#SIA #Brent,1173654298191912960,https://twitter.com/share_builder/status/1173654298191912960
28,mjbowerman,2019-09-16 13:18,0,0,"Lucky @JustinTrudeau @kenthehr @carter_AB making sure Canada's oil is landlocked - they know oil is obsolete & Canada's supplies won't be needed. We might have seen a price increase in CDN oil after the attack on Saudi, like WTI and Brent Crude saw. #elxn43 #cdnpoli pic.twitter.com/0J2fC3lhhN",,@JustinTrudeau @kenthehr @carter_AB,#elxn43 #cdnpoli,1173632327337070592,https://twitter.com/mjbowerman/status/1173632327337070592
29,amjadsaad97,2019-09-16 13:03,0,1,$12 per barrel baba azam ke zamanay mein tha. The market closed at $54.22 per barrel on friday and it increased to $63.32 per barrel today (WTI). Brent oil increased to $71.32 per barrel but I'm talking about WTI. ($5.16 increase ),,,,1173628587083272193,https://twitter.com/amjadsaad97/status/1173628587083272193
30,econofpak,2019-09-16 11:40,0,0,"US: All but one of the 11 postwar recessions were associated with an increase in the price of oil ."" Historical Oil Shocks | James Hamilton http:// econweb.ucsd.edu/~jhamilto/oil_ history.pdf … 2018: Brent Crude Oil Hits $71 For First Time Since 2014 https://www. oilandgasinvestor.com/brent-crude-oi l-hits-71-first-time-2014-1680331 …""",,,,1173607702079127553,https://twitter.com/econofpak/status/1173607702079127553
31,RobertFryEcon,2019-09-16 09:21,0,1,"Brent is up all of $6.52/barrel this morning. Can you imagine how much it would be up if it weren't for the increase in US oil production due to hydraulic fracturing and horizontal drilling in shale formations? If not for shale, we'd be heading into a deep global recession.",,,,1173572552813363200,https://twitter.com/RobertFryEcon/status/1173572552813363200
32,LaithAlajlouni,2019-09-16 08:59,0,0,"Futures of Brent crude, the global benchmark, traded at nearly $66 per barrel, a 10% increase ."" https:// edition.cnn.com/2019/09/15/bus iness/oil-prices-donald-trump-spr/index.html …""",,,,1173567132870807552,https://twitter.com/LaithAlajlouni/status/1173567132870807552
33,AleksKhlebnikov,2019-09-16 07:53,6,4,"#Putin just landed in #Ankara for trilateral #Syria summit. Apart of #Syria related issues #Russia , #Iran & #Turkey will likely to discuss the recent attack on #SaudiArabia oil facilities which led to 19% increase of Brent price & will likely increase regional tensions. pic.twitter.com/HtMI9yjuHW",,,#Putin #Ankara #Syria #Syria #Russia #Iran #Turkey #SaudiArabia,1173550463775662081,https://twitter.com/AleksKhlebnikov/status/1173550463775662081
34,sanvai,2019-09-16 04:09,0,0,"The Oil Market's Reaction to Saudi Arabian Attack in Five Charts Brent futures soared as much as $11.73 a barrel in intraday trading, the biggest increase since the contract launched in 1988. https://www. bloombergquint.com/markets/the-oi l-market-s-reaction-to-saudi-arabian-attack-in-five-charts … via @BloombergQuint",,@BloombergQuint,,1173494121496899584,https://twitter.com/sanvai/status/1173494121496899584
35,forcic1,2019-09-16 02:55,0,0,"After the attack on the Aramco company, the market situation was in shock And there's been an 11 percent increase in Brent oil since this morning There will be a decline in supply in the oil market in the coming days @Saudi_Aramco @CNBC @FXstreetNews pic.twitter.com/FTc8yIpWnh",,@Saudi_Aramco @CNBC @FXstreetNews,,1173475385373315073,https://twitter.com/forcic1/status/1173475385373315073
36,storiesflowcom,2019-09-15 23:26,0,0,"(The Hill) #Oil surges after attacks disrupt #Saudi supplies : Oil prices surged on Sunday following a spate of drone attacks on Saudi Arabia’s oil http:// supplies.Bloomberg reports the increase in Brent crude, which jumped as much as .. https://www. storiesflow.com/95522891901/oi l-saudi-sunday-arabia-bloomb-surges-attacks-disrupt-suppliesoil-prices-surged … pic.twitter.com/FuGVIGRs72",,,#Oil #Saudi,1173422814143098880,https://twitter.com/storiesflowcom/status/1173422814143098880
37,ravigbhatia,2019-09-15 22:31,2,3,"Brent crude oil jumps nearly 15%. Mixed blessing for #SaudiArmaco forthcoming IPO. On one hand the price increase could improve profitability, and on the other it could be perceived as risky business. How will this impact ⁦ @reliancegroup ⁩? https://www. cnbc.com/2019/09/15/us- crude-oil-jumps-15percent-after-drone-strikes-disrupt-saudi-crude-production.html …",,@reliancegroup,#SaudiArmaco,1173408990065319936,https://twitter.com/ravigbhatia/status/1173408990065319936
38,ffreedom2025,2019-09-15 19:03,3,1,"BREAKING NEWS: Brent oil has jumped 19% in the first 2 mins, higher than analysts expectations of a 5-15% increase",,,,1173356589606211584,https://twitter.com/ffreedom2025/status/1173356589606211584
39,petrobazaar,2019-09-23 01:33,0,0,"The world crude oil price index opened up today amid the escalation of middle east tensions. Brent posted a biggest weekly increase after January, during the week end. US drillers took out 14 rigs from the operation. #crudeoil #brent #crude #opec https:// lnkd.in/f5HMwG5",,,#crudeoil #brent #crude #opec,1175991484186812421,https://twitter.com/petrobazaar/status/1175991484186812421
40,forexoilfort,2019-09-20 09:04,1,0,Increase in U.S. fuel ethanol production capacity slows https:// ift.tt/2M6zzXs | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,,,#oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,1175018012006596610,https://twitter.com/forexoilfort/status/1175018012006596610
41,DTradingAcademy,2019-09-20 07:44,0,0,Oil is still on track for its biggest weekly increase (8%) since January as investors wait on whether Saudi Arabia can fulfill promises to swiftly repair a critical oil infrastructure attacked last weekend disabling 5% of global supply & triggering Brent ’s biggest-ever 1-day jump,,,,1174997796828712960,https://twitter.com/DTradingAcademy/status/1174997796828712960
42,leopisbig,2019-09-18 09:50,0,2,#ukoil #brent #brentoil #oil #gas #WTICrude #wti are you ready for further price increase ? Any guess for the reasons of this potential price rally? pic.twitter.com/5b7gvkwcEl,,,#ukoil #brent #brentoil #oil #gas #WTICrude #wti,1174304635273826305,https://twitter.com/leopisbig/status/1174304635273826305
43,thewebbix,2019-09-17 14:41,2,2,Does the World Have Enough Oil to Cope With Saudi Attacks? [Easily - READ] A loss of millions of barrels of Saudi crude production caused biggest spike in Brent futures since their launch; increase a bit more than 10% on Monday. #SaudiOilAttacks #oilprice https://www. bloomberg.com/opinion/articl es/2019-09-16/saudi-drone-attack-does-the-world-have-enough-oil-to-cope …,,,#SaudiOilAttacks #oilprice,1174015441527853057,https://twitter.com/thewebbix/status/1174015441527853057
44,sugarvill,2019-09-16 20:47,0,0,"Brent futures soared as much as $11.73 a barrel in intraday trading, the biggest increase since the contract launched in 1988. https://www. bloombergquint.com/markets/the-oi l-market-s-reaction-to-saudi-arabian-attack-in-five-charts … via @BloombergQuint",,@BloombergQuint,,1173745364861640704,https://twitter.com/sugarvill/status/1173745364861640704
45,KnowhereNews,2019-09-16 14:06,3,1,Brent crude oil prices rose by almost 20% on Monday — the biggest intraday increase since the 1991 Gulf War — after weekend drone attacks on two Saudi Arabian oil facilities http:// bit.ly/32PN9p3,,,,1173644378155487233,https://twitter.com/KnowhereNews/status/1173644378155487233
46,longmanbach,2019-09-16 06:09,2,1,"#Nigeria can increase its revenue from this if the issue persists and oil prices continue to rise Reports already suggest oil price could rise to as much as 19% due to this crisis and its ensuing escalations. In fact, Brent Crude is already at $71.95 in Singapore up by $11.73",,,#Nigeria,1173524282615500801,https://twitter.com/longmanbach/status/1173524282615500801
47,MarketingMvrick,2019-09-16 04:33,0,0,"Oil Prices Jump 12% After Drone Strikes On Saudi Aramco; Petrol, Diesel Prices Likely To Increase . Brent jumped to $71.95 a barrel, its biggest gain in percentage terms since 1991. #oilprices #SaudiAramco #petrol #diesel #OilCompanies #MarketingMaverick pic.twitter.com/h9c9DQS0e3",,,#oilprices #SaudiAramco #petrol #diesel #OilCompanies #MarketingMaverick,1173500251551883270,https://twitter.com/MarketingMvrick/status/1173500251551883270
48,offstream_news,2019-09-16 00:05,0,0,"Following the drone attacks on Saudi Aramco facilities, the price of benchmark Brent Crude oil futures contracts surges as high as 19.5% at market opening, the biggest increase in percentage terms since the 1990 oil price shock in response to Ba'athist I… https:// offstream.news/news/2019/09/1 5/following-the-drone-attacks-on-saudi-aramco-facilities-the-price-of-benchmark-brent-crude-oil-futures-contracts-surges.html …",,,,1173432761262247937,https://twitter.com/offstream_news/status/1173432761262247937
49,osamabinjavaid,2019-09-15 19:36,1,2,18% increase in #oil price as markets open. Brent crude up by $10.94 to $71.16 a barrel as market opens after #SaudiAramco attacks https:// oilprice.com/oil-price-char ts … #OOTT #SaudiArabia,,,#oil #SaudiAramco #OOTT #SaudiArabia,1173364884526063618,https://twitter.com/osamabinjavaid/status/1173364884526063618
50,aeberman12,2019-09-09 01:49,5,13,Brent + WTI net long positions unchanged week ending August 30. Long positions rose +4 mmb vs -1 previous week but shorts increased +4 vs -15. All of net long increase (+18 mmb) was Brent & all decrease (-18 mmb) was WTI. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/h69T7xxumb,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1170922173323759616,https://twitter.com/aeberman12/status/1170922173323759616
51,mTradingMedia,2019-09-06 08:18,11,15,"Oil steadies, set for weekly gain amid hopes for end to US-China trade war -- Brent heading for a fourth weekly gain at $60.92 -- WTI on track for a second weekly increase at $56.20",,,,1169932844174589952,https://twitter.com/mTradingMedia/status/1169932844174589952
52,crudeoilpeak,2019-09-04 19:43,0,1,I added Brent to my conv./unconv. graph. Prices went up when conv. oil first started to plateau around 2005 Then conv. production stayed flat. NO prod. cycles! Increase in US #tightoil was financed by Q1-Q3 and energy revolution propaganda #Wallstreet fell for. They wake up now pic.twitter.com/5ewBVAa5Ou,,,#tightoil #Wallstreet,1169380542426411010,https://twitter.com/crudeoilpeak/status/1169380542426411010
53,Ole_S_Hansen,2019-09-01 08:39,12,27,#WTI crude #oil was sold following the Chinese tariff on US oil import announcement with longs being cut while fresh shorts were added. #Brent longs meanwhile saw a small 2% increase with both long and short sellers increasing their exposure #OOTT pic.twitter.com/QSffwv6dvl,,,#WTI #oil #Brent #OOTT,1168126187283128321,https://twitter.com/Ole_S_Hansen/status/1168126187283128321
54,EquidiousSignal,2019-08-22 11:41,0,2,#oilprice rises today after increase in business activity in the euro zone. #goldprice is stable around $1500 as attention shifts to Jackson Hole. #gold #xau #xauusd #Crude #Oil #oilandgas #trading #Trader #comex #commodity #daytrading #TradeWars #WTI #CrudeOil #Brent,,,#oilprice #goldprice #gold #xau #xauusd #Crude #Oil #oilandgas #trading #Trader #comex #commodity #daytrading #TradeWars #WTI #CrudeOil #Brent,1164548065803419649,https://twitter.com/EquidiousSignal/status/1164548065803419649
55,forexoilfort,2019-08-22 03:56,0,0,Oxford Flow launches gas regulator valve to increase reliability https:// ift.tt/2TSnQPE | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,,,#oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,1164431074958729218,https://twitter.com/forexoilfort/status/1164431074958729218
56,mpondfield,2019-08-16 14:38,0,2,"The #US #oilandgas #RigCount increase by 1 this week…production held fast"" http:// bit.ly/306WyaQ #OPEC #Canada #Geopolitics #oil #shale #economics #headwinds #energy #markets #Commodities #natgas #LNG #RBOB #CL_F #crudeoil #Brent #WTI #OOTT""",,,#US #oilandgas #RigCount #OPEC #Canada #Geopolitics #oil #shale #economics #headwinds #energy #markets #Commodities #natgas #LNG #RBOB #CL_F #crudeoil #Brent #WTI #OOTT,1162418293023608832,https://twitter.com/mpondfield/status/1162418293023608832
57,Heid_oil,2019-08-16 02:18,1,8,"Crude oil prices rose on Friday following two days of declines, after data showing an increase in retail sales in the U.S. helped dampen concerns about a recession in the world’s biggest economy Brent crude LCOc1 up 52 cents, or 0.9%, at $58.75 barrel 0352 GMT",,,,1162232106962968579,https://twitter.com/Heid_oil/status/1162232106962968579
58,Alvexo_Trade,2019-09-10 05:32,0,0,Today oil futures scored a 6-week top. That confirms 5-days of confidence that #OPEC and other nations may consent to increase production cuts in an effort to support prices. US #crude went up to $58.10 and brent to $62.84 a barrel. US #oil gained over 2%. https:// bit.ly/2SCnhsK pic.twitter.com/WTpOMlYIB2,,,#OPEC #crude #oil,1171340642330587136,https://twitter.com/Alvexo_Trade/status/1171340642330587136
